model,model_label,frame_index,forecast_date,q,q_eff,selected_cells,hit_count,hit_rate,miss_rate,area_coverage,hotspot_density_per_km2,pai,gain,lift,pei_star,oracle_hit_count,iou_jaccard,dice,centroid_distance_m
etas_ref,Reference ETAS,3,2020-02-12,0.05,0.050011418131993605,2847,64.0,0.4025157232704403,0.5974842767295597,0.050011418131993605,0.9991023689653826,8.048476494069671,0.4025157232704403,8.048476494069671,0.4025157232704403,159.0,0.02097902097902098,0.0410958904109589,2186.3145532126746
etas_ref,Reference ETAS,3,2020-02-12,0.06,0.06000667521562703,3416,69.0,0.4339622641509434,0.5660377358490566,0.06000667521562703,0.897736143637783,7.23189982767001,0.4339622641509434,7.23189982767001,0.4339622641509434,159.0,0.023980815347721823,0.0468384074941452,2186.3145532126746
etas_ref,Reference ETAS,3,2020-02-12,0.07,0.07000193229926045,3985,73.0,0.4591194968553459,0.5408805031446541,0.07000193229926045,0.8141642269622195,6.5586689077752265,0.4591194968553459,6.5586689077752265,0.4591194968553459,159.0,0.027061855670103094,0.05269761606022585,2186.3145532126746
etas_ref,Reference ETAS,3,2020-02-12,0.08,0.08001475573980713,4555,75.0,0.4716981132075472,0.5283018867924528,0.08001475573980713,0.7317965605561654,5.895139075865211,0.4716981132075472,5.895139075865211,0.4716981132075472,159.0,0.0321776569227283,0.06234906695938529,2186.3145532126746
etas_ref,Reference ETAS,3,2020-02-12,0.09,0.09001001282344055,5124,83.0,0.5220125786163522,0.4779874213836478,0.09001001282344055,0.7199236707433428,5.7994945477933415,0.5220125786163522,5.7994945477933415,0.5220125786163522,159.0,0.04061738424045491,0.078064012490242,2186.3145532126746
etas_ref,Reference ETAS,3,2020-02-12,0.1,0.10000526990707397,5693,87.0,0.5471698113207547,0.4528301886792453,0.10000526990707397,0.6791966742783535,5.4714097749967685,0.5471698113207547,5.4714097749967685,0.5471698113207547,159.0,0.04988473951129553,0.0950289829615317,2186.3145532126746
etas_ref,Reference ETAS,4,2020-02-26,0.01,0.010012823440546666,570,15.0,0.08928571428571429,0.9107142857142857,0.010012823440546666,1.169590643274854,8.917136591478696,0.08928571428571429,8.917136591478696,0.08928571428571429,168.0,0.013333333333333334,0.02631578947368421,2946.9918950869287
etas_ref,Reference ETAS,4,2020-02-26,0.02,0.02000808052418009,1139,27.0,0.16071428571428573,0.8392857142857143,0.02000808052418009,1.0535557506584723,8.032468957732348,0.16071428571428573,8.032468957732348,0.16071428571428573,168.0,0.012444444444444444,0.024582967515364356,2946.9918950869287
etas_ref,Reference ETAS,4,2020-02-26,0.03,0.030003337607813516,1708,36.0,0.21428571428571427,0.7857142857142857,0.030003337607813516,0.936768149882904,7.142062562730009,0.21428571428571427,7.142062562730009,0.21428571428571427,168.0,0.016061867935752528,0.03161592505854801,2946.9918950869287
etas_ref,Reference ETAS,4,2020-02-26,0.04,0.04001616104836018,2278,45.0,0.26785714285714285,0.7321428571428572,0.04001616104836018,0.8779631255487269,6.693724131443623,0.26785714285714285,6.693724131443623,0.26785714285714285,168.0,0.015830546265328874,0.031167690956979806,2946.9918950869287
etas_ref,Reference ETAS,4,2020-02-26,0.05,0.050011418131993605,2847,52.0,0.30952380952380953,0.6904761904761905,0.050011418131993605,0.8117706747843734,6.189062839747772,0.30952380952380953,6.189062839747772,0.30952380952380953,168.0,0.01896921975662133,0.03723217421847559,2946.9918950869287
