forecast_date,display_time,theta,omega,refits,state_updates,actual_events_in_window
2012-12-18,2012-12-19T00:00:00,0.05,0.011111111111111112,30,504,0
2012-12-19,2012-12-20T00:00:00,0.05,0.011111111111111112,31,504,4
2012-12-20,2012-12-21T00:00:00,0.05,0.011111111111111112,31,508,1
2012-12-21,2012-12-22T00:00:00,0.05,0.011111111111111112,31,509,0
2012-12-22,2012-12-23T00:00:00,0.05,0.011111111111111112,31,509,2
2012-12-23,2012-12-24T00:00:00,0.05,0.011111111111111112,31,511,3
2012-12-24,2012-12-25T00:00:00,0.05,0.011111111111111112,31,514,2
2012-12-25,2012-12-26T00:00:00,0.05,0.011111111111111112,31,516,1
2012-12-26,2012-12-27T00:00:00,0.05,0.011111111111111112,32,517,1
2012-12-27,2012-12-28T00:00:00,0.05,0.011111111111111112,32,518,2
2012-12-28,2012-12-29T00:00:00,0.05,0.011111111111111112,32,520,7
2012-12-29,2012-12-30T00:00:00,0.05,0.011111111111111112,32,527,0
2012-12-30,2012-12-31T00:00:00,0.05,0.011111111111111112,32,527,0
2012-12-31,2013-01-01T00:00:00,0.05,0.011111111111111112,32,527,4
2013-01-01,2013-01-02T00:00:00,0.05,0.011111111111111112,32,531,1
2013-01-02,2013-01-03T00:00:00,0.05,0.011111111111111112,33,532,0
2013-01-03,2013-01-04T00:00:00,0.05,0.011111111111111112,33,532,3
2013-01-04,2013-01-05T00:00:00,0.05,0.011111111111111112,33,535,0
2013-01-05,2013-01-06T00:00:00,0.05,0.011111111111111112,33,535,3
2013-01-06,2013-01-07T00:00:00,0.05,0.011111111111111112,33,538,3
2013-01-07,2013-01-08T00:00:00,0.05,0.011111111111111112,33,541,2
2013-01-08,2013-01-09T00:00:00,0.05,0.011111111111111112,33,543,2
2013-01-09,2013-01-10T00:00:00,0.05,0.011111111111111112,34,545,1
