forecast_date,display_time,theta,omega,refits,state_updates,actual_events_in_window
2012-09-15,2012-09-16T00:00:00,0.05,0.011111111111111112,17,389,6
2012-09-16,2012-09-17T00:00:00,0.05,0.011111111111111112,17,395,0
2012-09-17,2012-09-18T00:00:00,0.05,0.011111111111111112,17,395,2
2012-09-18,2012-09-19T00:00:00,0.05,0.011111111111111112,17,397,3
2012-09-19,2012-09-20T00:00:00,0.05,0.011111111111111112,18,400,3
2012-09-20,2012-09-21T00:00:00,0.05,0.011111111111111112,18,403,3
2012-09-21,2012-09-22T00:00:00,0.05,0.011111111111111112,18,406,4
2012-09-22,2012-09-23T00:00:00,0.05,0.011111111111111112,18,410,0
2012-09-23,2012-09-24T00:00:00,0.05,0.011111111111111112,18,410,1
2012-09-24,2012-09-25T00:00:00,0.05,0.011111111111111112,18,411,3
2012-09-25,2012-09-26T00:00:00,0.05,0.011111111111111112,18,414,6
2012-09-26,2012-09-27T00:00:00,0.05,0.011111111111111112,19,420,2
2012-09-27,2012-09-28T00:00:00,0.05,0.011111111111111112,19,422,9
2012-09-28,2012-09-29T00:00:00,0.05,0.011111111111111112,19,431,2
2012-09-29,2012-09-30T00:00:00,0.05,0.011111111111111112,19,433,1
2012-09-30,2012-10-01T00:00:00,0.05,0.011111111111111112,19,434,4
2012-10-01,2012-10-02T00:00:00,0.05,0.011111111111111112,19,438,2
2012-10-02,2012-10-03T00:00:00,0.05,0.011111111111111112,19,440,2
2012-10-03,2012-10-04T00:00:00,0.05,0.011111111111111112,20,442,7
2012-10-04,2012-10-05T00:00:00,0.05,0.011111111111111112,20,449,2
2012-10-05,2012-10-06T00:00:00,0.05,0.011111111111111112,20,451,1
2012-10-06,2012-10-07T00:00:00,0.05,0.011111111111111112,20,452,2
2012-10-07,2012-10-08T00:00:00,0.05,0.011111111111111112,20,454,0
2012-10-08,2012-10-09T00:00:00,0.05,0.011111111111111112,20,454,0
2012-10-09,2012-10-10T00:00:00,0.05,0.011111111111111112,20,454,2
2012-10-10,2012-10-11T00:00:00,0.05,0.011111111111111112,21,456,3
2012-10-11,2012-10-12T00:00:00,0.05,0.011111111111111112,21,459,5
2012-10-12,2012-10-13T00:00:00,0.05,0.011111111111111112,21,464,6
2012-10-13,2012-10-14T00:00:00,0.05,0.011111111111111112,21,470,3
2012-10-14,2012-10-15T00:00:00,0.05,0.011111111111111112,21,473,5
2012-10-15,2012-10-16T00:00:00,0.05,0.011111111111111112,21,478,2
2012-10-16,2012-10-17T00:00:00,0.05,0.011111111111111112,21,480,2
2012-10-17,2012-10-18T00:00:00,0.05,0.011111111111111112,22,482,6
2012-10-18,2012-10-19T00:00:00,0.05,0.011111111111111112,22,488,3
2012-10-19,2012-10-20T00:00:00,0.05,0.011111111111111112,22,491,2
2012-10-20,2012-10-21T00:00:00,0.05,0.011111111111111112,22,493,6
2012-10-21,2012-10-22T00:00:00,0.05,0.011111111111111112,22,499,3
2012-10-22,2012-10-23T00:00:00,0.05,0.011111111111111112,22,502,1
2012-10-23,2012-10-24T00:00:00,0.05,0.011111111111111112,22,503,1
2012-10-24,2012-10-25T00:00:00,0.05,0.011111111111111112,23,504,0
2012-10-25,2012-10-26T00:00:00,0.05,0.011111111111111112,23,504,1
2012-10-26,2012-10-27T00:00:00,0.05,0.011111111111111112,23,505,5
2012-10-27,2012-10-28T00:00:00,0.05,0.011111111111111112,23,510,2
2012-10-28,2012-10-29T00:00:00,0.05,0.011111111111111112,23,512,3
2012-10-29,2012-10-30T00:00:00,0.05,0.011111111111111112,23,515,3
2012-10-30,2012-10-31T00:00:00,0.05,0.011111111111111112,23,518,1
2012-10-31,2012-11-01T00:00:00,0.05,0.011111111111111112,24,519,3
2012-11-01,2012-11-02T00:00:00,0.05,0.011111111111111112,24,522,3
2012-11-02,2012-11-03T00:00:00,0.05,0.011111111111111112,24,525,1
2012-11-03,2012-11-04T00:00:00,0.05,0.011111111111111112,24,526,2
2012-11-04,2012-11-05T00:00:00,0.05,0.011111111111111112,24,528,3
2012-11-05,2012-11-06T00:00:00,0.05,0.011111111111111112,24,531,0
2012-11-06,2012-11-07T00:00:00,0.05,0.011111111111111112,24,531,0
2012-11-07,2012-11-08T00:00:00,0.05,0.011111111111111112,25,531,3
2012-11-08,2012-11-09T00:00:00,0.05,0.011111111111111112,25,534,1
2012-11-09,2012-11-10T00:00:00,0.05,0.011111111111111112,25,535,1
2012-11-10,2012-11-11T00:00:00,0.05,0.011111111111111112,25,536,2
2012-11-11,2012-11-12T00:00:00,0.05,0.011111111111111112,25,538,0
2012-11-12,2012-11-13T00:00:00,0.05,0.011111111111111112,25,538,3
2012-11-13,2012-11-14T00:00:00,0.05,0.011111111111111112,25,541,3
2012-11-14,2012-11-15T00:00:00,0.05,0.011111111111111112,26,544,6
2012-11-15,2012-11-16T00:00:00,0.05,0.011111111111111112,26,550,2
2012-11-16,2012-11-17T00:00:00,0.05,0.011111111111111112,26,552,2
2012-11-17,2012-11-18T00:00:00,0.05,0.011111111111111112,26,554,4
2012-11-18,2012-11-19T00:00:00,0.05,0.011111111111111112,26,558,2
2012-11-19,2012-11-20T00:00:00,0.05,0.011111111111111112,26,560,4
2012-11-20,2012-11-21T00:00:00,0.05,0.011111111111111112,26,564,1
2012-11-21,2012-11-22T00:00:00,0.05,0.011111111111111112,27,565,1
2012-11-22,2012-11-23T00:00:00,0.05,0.011111111111111112,27,566,2
2012-11-23,2012-11-24T00:00:00,0.05,0.011111111111111112,27,568,1
2012-11-24,2012-11-25T00:00:00,0.05,0.011111111111111112,27,569,2
2012-11-25,2012-11-26T00:00:00,0.05,0.011111111111111112,27,571,3
2012-11-26,2012-11-27T00:00:00,0.05,0.011111111111111112,27,574,1
2012-11-27,2012-11-28T00:00:00,0.05,0.011111111111111112,27,575,2
2012-11-28,2012-11-29T00:00:00,0.05,0.011111111111111112,28,577,1
2012-11-29,2012-11-30T00:00:00,0.05,0.011111111111111112,28,578,2
2012-11-30,2012-12-01T00:00:00,0.05,0.011111111111111112,28,580,2
2012-12-01,2012-12-02T00:00:00,0.05,0.011111111111111112,28,582,1
2012-12-02,2012-12-03T00:00:00,0.05,0.011111111111111112,28,583,0
2012-12-03,2012-12-04T00:00:00,0.05,0.011111111111111112,28,583,2
2012-12-04,2012-12-05T00:00:00,0.05,0.011111111111111112,28,585,4
2012-12-05,2012-12-06T00:00:00,0.05,0.011111111111111112,29,589,3
2012-12-06,2012-12-07T00:00:00,0.05,0.011111111111111112,29,592,4
2012-12-07,2012-12-08T00:00:00,0.05,0.011111111111111112,29,596,4
2012-12-08,2012-12-09T00:00:00,0.05,0.011111111111111112,29,600,1
2012-12-09,2012-12-10T00:00:00,0.05,0.011111111111111112,29,601,1
2012-12-10,2012-12-11T00:00:00,0.05,0.011111111111111112,29,602,2
2012-12-11,2012-12-12T00:00:00,0.05,0.011111111111111112,29,604,3
2012-12-12,2012-12-13T00:00:00,0.05,0.011111111111111112,30,607,3
2012-12-13,2012-12-14T00:00:00,0.05,0.011111111111111112,30,610,1
2012-12-14,2012-12-15T00:00:00,0.05,0.011111111111111112,30,611,3
2012-12-15,2012-12-16T00:00:00,0.05,0.011111111111111112,30,614,0
2012-12-16,2012-12-17T00:00:00,0.05,0.011111111111111112,30,614,1
2012-12-17,2012-12-18T00:00:00,0.05,0.011111111111111112,30,615,2
2012-12-18,2012-12-19T00:00:00,0.05,0.011111111111111112,30,617,3
2012-12-19,2012-12-20T00:00:00,0.05,0.011111111111111112,31,620,2
2012-12-20,2012-12-21T00:00:00,0.05,0.011111111111111112,31,622,1
2012-12-21,2012-12-22T00:00:00,0.05,0.011111111111111112,31,623,2
2012-12-22,2012-12-23T00:00:00,0.05,0.011111111111111112,31,625,3
2012-12-23,2012-12-24T00:00:00,0.05,0.011111111111111112,31,628,5
2012-12-24,2012-12-25T00:00:00,0.05,0.011111111111111112,31,633,4
2012-12-25,2012-12-26T00:00:00,0.05,0.011111111111111112,31,637,1
2012-12-26,2012-12-27T00:00:00,0.05,0.011111111111111112,32,638,0
2012-12-27,2012-12-28T00:00:00,0.05,0.011111111111111112,32,638,3
2012-12-28,2012-12-29T00:00:00,0.05,0.011111111111111112,32,641,2
2012-12-29,2012-12-30T00:00:00,0.05,0.011111111111111112,32,643,4
2012-12-30,2012-12-31T00:00:00,0.05,0.011111111111111112,32,647,3
2012-12-31,2013-01-01T00:00:00,0.05,0.011111111111111112,32,650,2
2013-01-01,2013-01-02T00:00:00,0.05,0.011111111111111112,32,652,2
2013-01-02,2013-01-03T00:00:00,0.05,0.011111111111111112,33,654,5
2013-01-03,2013-01-04T00:00:00,0.05,0.011111111111111112,33,659,2
2013-01-04,2013-01-05T00:00:00,0.05,0.011111111111111112,33,661,2
2013-01-05,2013-01-06T00:00:00,0.05,0.011111111111111112,33,663,3
2013-01-06,2013-01-07T00:00:00,0.05,0.011111111111111112,33,666,2
2013-01-07,2013-01-08T00:00:00,0.05,0.011111111111111112,33,668,5
2013-01-08,2013-01-09T00:00:00,0.05,0.011111111111111112,33,673,0
2013-01-09,2013-01-10T00:00:00,0.05,0.011111111111111112,34,673,2
